,Unnamed: 0,Unnamed: 0.1,hid,建案名稱,每坪單價(萬元/坪),每坪單價(低),每坪單價(高),均價,基地地址-縣市,基地地址-鄉鎮區,基地地址,格局規劃,交屋時間,預期完工,基地面積(坪),棟戶規劃,樓層規劃,結構工程,用途規劃,土地分區,投資建設,建材說明,建築設計,營造公司,建造執照,使用執照
1707,1707,1707,119051,國磐-禾,17.5~21萬元/坪,17.5,21.0,19.25,宜蘭縣,冬山鄉,香和路203巷,二房(25~27坪),,2020年上半年,223,1棟，18戶住家,地上5層,RC,住家用,都市計畫-住宅區,國磐建設股份有限公司,【建築設計】使用進口內外牆及金屬格柵使設計更顯極簡及精緻。【門窗】採用隔音氣密鋁門窗，大門:高雅精緻鑄鋁門。【地磚】客餐廳採用拋光石英磚，臥室內鋪超耐磨木地坪。【衛浴】TOTO衛浴。,TJC張從仁建築師事務所,國磐營造有限公司,(107)(12)(17)建管建字第00755號,暫無
1708,1708,1708,118222,樂學宅FUN HOUSE,21~23萬元/坪,21.0,23.0,22.0,台中市,大甲區,大安港路,地坪（25-36坪）、建坪（66-90坪）,,2020年上半年,610,43棟，42戶住家,地上4層,RC,住家用,住宅區,通宏建設有限公司,完美生活機能，小家庭獨享 大甲體育場│電梯別墅│2-3房  全齡成長學區，接送好安心 順天國小│順天國中│大甲高中  通宏樂學宅教育與生活的全新交點 你為孩子，找到學習的新起點， 更要為自己，找到生活的新亮點。  1分鐘順天國中 3分鐘大甲體育場 5分鐘大甲夜市商圈  在此成家，體會一家共譜的美好光點。,楊志偉建築師事務所,世隆營造股份有限公司,107中都建字第00553號,暫無
1709,1709,1709,117427,翔賀居七期,24.6~24.8萬元/坪,24.6,24.8,24.7,苗栗縣,苑裡鎮,客庄里客庄80號,地坪（60.46坪）、建坪（100.2坪）,隨時交屋,,288.4,6棟，6戶住家，6戶店面,地上4層,RC,住商用,都市計畫內住宅區,翔鼎建設.翔鉅建設.永大興建設,緊實安全建築結構、精雕細琢建築外觀、氣派大方門窗規劃、潔淨優美內牆規劃、高級舒適平面設計、大戶器度地坪規劃、高級Derek衛浴設備、典雅樓梯規劃、安全電器設備、車庫地坪、高級6人份電梯、優惠贈品外水外電,林國豐建築師事務所,振昆營造,(106)栗商建苑建字第00061號,暫無
1710,1710,1710,117058,禾碩榮星,99萬元/坪,99.0,,99.0,台北市,中山區,五常街31號,1+1房(19坪),隨時交屋,,104,1棟，30戶住家,地上12層，地下1層,RC,住家用,"住三之一,住三",禾碩開發股份有限公司,YKK鋁門窗、日本原裝三菱變頻冷暖空調、德國原裝Kronotex精工木地板、義大利CISA防盜鎖、義大利雙口電爐及蒸烤爐、德國LIEBHERR內崁式冰箱、LOW-E節能玻璃、FTTH光纖到府,蕭力仁建築師事務所,樹盛營造股份有限公司,台北市都發區建照執照103建字第0027號,台北市都發區使用執照105使字第0017號
1711,1711,1711,114851,鵬程 V1,21~22萬元/坪,21.0,22.0,21.5,桃園市,八德區,廣興路31號,二房(31.29坪)、三房(42~44坪),隨時交屋,,481.93,3棟，60戶住家，4戶店面,地上12層，地下3層,RC,住商用,商業區,鵬程建設股份有限公司,鑄鋁防爆防火玄關門配CISA鎖，守護一家人的安全&FTTH光纖到府&一鍵式OneTouch全室燈控&免遙控器ETC車道系統進出&Rinnai廚房三機搭配國際牌廚櫃&愛惠普淨化濾水器保障全家人的飲水品質&HCG全自動超級馬桶、多功能暖風機搭配細緻五金，當層排氣營造最貼心的規劃，保持浴室清爽防臭的空間，讓空氣更清新。,林大俊建築師事務所,安生營造股份有限公司,(102)桃縣工建執照字第會德00301-02號,(104)桃市都建使字第德00681號
1712,1712,1712,118699,春福HI INN,17~18萬元/坪,17.0,18.0,17.5,新竹市,北區榮,濱南路,三房(38坪),隨時交屋,,969.14,2棟，168戶住家,地上15層，地下3層,RC,住家用,住宅區,春福建設,地面鋪設60x60cm拋光石英磚，廚房空間使用大雅廚具且附有林內三機，衛浴設備則有和成馬桶、Vanguard面盆及暖風機。全新成屋歡迎蒞臨現場參觀。,詹政達,啟森營造股份有限公司,104-0270,暫無
1713,1713,1713,117077,微美嵐,24~26萬元/坪,24.0,26.0,25.0,新北市,五股區,御史路60號,二房(23.44坪)、三房(33.87坪),隨時交屋,,655.26,1棟，94戶住家,地上9層，地下3層,RC,住家用,住宅,立信偉業股份有限公司,鋼木門配電子鎖、冠軍磁磚、TOTO衛浴、櫻花三機、三協氣密窗,陳朝雄建築師事務所,立信工營造股份有限公司,104股建字第00578號,107股使字第00365號
1714,1714,1714,119073,河隄墅,36~37萬元/坪,36.0,37.0,36.5,高雄市,左營區,新中街38號,地坪（34坪）、建坪（120坪）,隨時交屋,,100,3棟，3戶住家，3戶店面,地上5層,RC,住商用,住三,勇貿建設有限公司,拋光冠軍磁磚、和成衛浴、高豐進口衛浴、原木扶手、台灣水泥、崇友電梯,楊瑞昌建築師事務所,金元寶有限公司,107高市工建築使字第02203號,107高市工建築使字第02203號
1715,1715,1715,107124,黃金屋NO.2,16~18萬元/坪,16.0,18.0,17.0,新竹縣,湖口鄉,明德街,二房(27~29坪)、三房(37~38坪)、四房(43坪),隨時交屋,,765,3棟，72戶住家,地上5層,RC,住家用,住宅區,金寶龍建設股份有限公司,RC結構,?丹和建築師事務所,湯城營造有限公司,104-00808,106-00059
1716,1716,1716,119068,天生贏家3,26.4~29.9萬元/坪,26.4,29.9,28.15,台南市,南區鹽,埕路291巷32弄3號,地坪（26.5坪）、建坪（53.5坪）,,2019年5月,318,14棟，14戶住家,地上4層,RC,住家用,「住五-1」住宅區,景大興建設有限公司,外牆採白色系列二丁掛為主，室內磁磚採用國產白馬磁磚，衛浴採用合成衛浴產品。 一樓採80*80拋光石英磚、2-3樓採60*60拋光石英磚。 廚具三主機採櫻花牌系列。,劉益宗建築師,柯氏營造,(106)南工造字第04274~04287號,暫無
1717,1717,1717,113053,力信擎天,28~37.5萬元/坪,28.0,37.5,32.75,宜蘭縣,宜蘭市,凱旋路520號,二房(32坪)、三房(56坪)、四房(71坪),,2019年下半年,3345,4棟，296戶住家,地上15層，地下2層,RC,住家用,住宅區,力信建設開發有限公司,採用日本最大OILES免震系統並引進日本織本構造團隊打造抗震七級以上的百年建築，隔音工法對內隔音採用室內鋼網隔間牆，上下隔音歐盟德國認證的BSW隔音墊、衛浴雙層樓板，每戶特別設計總存水彎，對外隔音採用日本YKK氣密窗，門禁採用電子圍籬及海關專用日本NEC多臉辨識系統，率先採用世界級BIM系統、3D建模品管各樓層、結構管線一目了然。5A智慧大樓本案與上市公司(2464)盟立自動化公司合作整合,向登群建築師事務所.合契建築師事務所,仁福營造工程股份有限公司,(105)(3)(9)建管建字第0010,暫無
1718,1718,1718,112399,員林藝術家,22~23.5萬元/坪,22.0,23.5,22.75,彰化縣,員林市,龍富街/龍富二街,地坪（33~49坪）、建坪（71~143坪）,隨時交屋,,315,8棟，8戶住家,地上4層,RC,住家用,住宅區,雲集建設行,無,陳建雄,良和營造有限公司,105府建管(使)字第0240036號,暫無
1719,1719,1719,118950,杉漾峇里島3,12.9~16萬元/坪,12.9,16.0,14.45,苗栗縣,頭份市,八德二路233巷20號,三房(45~48坪)、2+1房(31坪),隨時交屋,,1410,2棟，143戶住家,"地上12,13層，地下2層",RC,住家用,住宅區,瑞晨建設有限公司,1.全屋客、餐廳及?室冠軍60*60?光地磚。 2.廚俱：HCG瓦斯爐、HCG抽油煙機、HCG烘碗機。 3.衛浴：HCG系列。 4.社區地下室出入口E-tag智慧型車牌控管系統進出。 ,王銘國建築師事務所,冠翔營造,103栗商建頭建字第00091及00117號,106栗商建頭使字第00084及00060號
1720,1720,1720,114684,鴻灃ART,25.8萬元/坪,25.8,,25.8,桃園市,桃園區,新埔六街慈文國小旁,一房(23~24坪)、二房(25~28坪)、三房(39坪)、2+1房(32坪),隨時交屋,,993.03,2棟，173戶住家,地上15層，地下3層,RC,住家用,住宅區,鴻灃建設股份有限公司,林內廚具/CAISSINA衛浴+PANASONIC免治/錦鋐氣密窗/雨水回收系統/威力裝甲鋼木門+3合1電子鎖/SECURITY對講機/節能燈泡/廚餘冷藏,張建鴻建築師事務所,國城營造有限公司,(104)桃市都建執照字第會桃00458-01號,暫無
1721,1721,1721,114408,永雄御花園,30~32萬元/坪,30.0,32.0,31.0,新北市,林口區,南勢六街250號,四房(52坪),隨時交屋,,453,2棟，34戶住家,地上9層，地下2層,RC,住家用,住宅區,永雄建設股份有限公司,1.頂級Low-E複層玻璃 2.免治馬桶 3.頂級氣密窗 4.義大利進口CISA鎖 5.四房開放式廚房,新業建築師事務所周勤富建築師,永裕泰工程股份有限公司,101林建字第00035號,104林使字第00422號
1722,1722,1722,115172,良勳蕾夢湖,23~28萬元/坪,23.0,28.0,25.5,台南市,善化區,陽光大道,地坪（69坪）、建坪（72-85坪）,隨時交屋,,7182,113棟，113戶住家,地上3層,RC,住家用,住一,良勳建設有限公司,"全案獨棟雙併規劃,1.2期開發,臨湖電梯戶地77坪前院深8米，股東保留戶釋出2398萬起。社區行別墅全部完銷，二期推出臨路朝南，56-69地坪＆7.5大面寬,設計財氣好宅聚財格局，3面均有採光,有私人獨享花園院子,並排停3-5車。善化南科回饋價$1698萬起,有豪氣寬敞廚房,廚具有設計電器櫃及中島料理輕食區規劃。衛浴採5星級飯店配備德國進口V&B，主臥有免治，1.2樓也有規劃男用小便斗，個人清節衛生舒服。",陳英邦建築師事務所,建瀚營造有限公司,南工造字第00214-02號,南工使字第02473
1723,1723,1723,118988,嶺SHOW,28.2~28.7萬元/坪,28.2,28.7,28.45,南投縣,南投市,嶺興路,地坪（79.73坪）、建坪（55坪）,2019年上半年,,252,4棟，4戶住家,地上3層,RC,住家用,一般農業區丙種建築用地,瀚霖開發有限公司,RC筏式基礎建築 防颱、防震、防水、抗壓 德瑞克衛浴設備 獨立電表、水表 贈:監視系統、1.5噸水塔、高級廚具,謝伯昌建築師事務所,三財營造公司,建造執照：(107)投府建管(造)字第0095號至第00098號,暫無
1724,1724,1724,118872,新板極SKY,57~69萬元/坪,57.0,69.0,63.0,新北市,板橋區,民族路258號旁,三房(45坪)、四房(54坪)、2+1房(29坪),,2021年第四季度,511,1棟，132戶住家，8戶店面,地上26層，地下5層,SRC,住家用,商業區,勝輝機構,日本不二鋁窗、TOTO衛浴、櫻花廚具、三星(Samsung)電子密碼鎖,Aedas凱達環球、李兆嘉、趙峙孝建築師,國耀營造(金藏),105板建字第00341號,暫無
1725,1725,1725,110207,站前水漾,28~36.78萬元/坪,28.0,36.78,32.39,新北市,汐止區,長興街一段35號,2+1房(25.9坪),隨時交屋,,140,1棟，36戶住家，3戶店面,地上12層，地下2層,RC,住商用,商業區,廣億建設有限公司,外牆採二丁掛搭配石材，抿石子等設計。鋁窗採大同氣密隔音窗搭配5+5mm膠合玻璃。電梯採永大10及11人份微電腦高速電梯。廚房採整體廚具配置高級人造石檯面(包括調理台，附不鏽鋼水槽，混合調溫龍頭，上下櫃及雙口瓦斯爐，抽油煙機並贈送崁入式烘碗機。衛浴採Derek，Roca，等同級品含免治馬桶蓋。 ,潘興華建築師事務所,毅正營造,103汐字第10號,107汐使字第00296號
1726,1726,1726,116531,武泰臻美,38萬元/坪,38.0,,38.0,新北市,泰山區,明志路三段74巷,二房(21~27坪),,隨時交屋,124.78,1棟，18戶住家,地上7層，地下1層,RC,住家用,住宅區,武泰建設,林內廚具、TOTO衛浴,李明遠建築師事務所,尚泰營造,105泰建字第00313號,暫無
1727,1727,1727,117388,鉑濤?,17.2~22萬元/坪,17.2,22.0,19.6,高雄市,仁武區,八德北路728號,三房(56.69坪),隨時交屋,,369,3棟，27戶住家，3戶店面,地上10層，地下2層,RC,住家用,第三種住宅區,千洋建築有限公司,1.自然節能/品字型、四面採光，高雄厝國際景觀大樓1號 2.抗震精工/連續壁深度達19米，全棟周密防水施作 3.極品建材/MIFARE一卡通智慧宅、CISA義大利進口鎖、全棟配備健康軟水機、美國原裝淨水器、TOTO衛浴精品(主次臥配備雙免免治馬桶)、王冠品牌10mm膠合安全玻璃,陳慶隆建築師事務所,威森營照工程股份有限公司,(103)高市工建築字第01120號,(104)高市工建使字第02656號
1728,1728,1728,114362,福匯常住,60~66萬元/坪,60.0,66.0,63.0,新北市,板橋區,大同街16.18號,二房(26.91坪)、三房(41.94坪),隨時交屋,,356.34,2棟，62戶住家,地上12層，地下3層,RC,住家用,住宅區,福匯建設股份有限公司,鋼筋混凝土(RC),張玉樹建築師事務所,辰豐營造股份有限公司,102板建字第00631號,105板使字第00370號
1729,1729,1729,118375,賦居,37~39萬元/坪,37.0,39.0,38.0,新竹市,東區關,新北路177號對面,二房(25坪)、三房(37坪),,2021年12月,628,1棟，78戶住家，2戶店面,地上14層，地下3層,RC,住家用,第一種住宅區,利豐建設事業股份有限公司,待定,林威政建築師事務所,待定,107府都建字第00264號,暫無
1730,1730,1730,119042,君順仁愛,16萬元/坪,16.0,,16.0,彰化縣,社頭鄉,仁愛三路,地坪（33~42坪）、建坪（50~60坪）,,2020年8月,241,6棟，6戶住家,地上3層,RC,住家用,住宅區,君順建設,暫無,陳敏浴建築師事務所,待定,(107)府建管(建)字第0318191、0318193~0318194號,暫無
1731,1731,1731,118492,馥樂,36~39萬元/坪,36.0,39.0,37.5,新北市,淡水區,中山北路二段215號3樓,三房(45坪)、四房(75坪),隨時交屋,,961,2棟，103戶住家，4戶店面,地上13層，地下3層,RC,住家用,住五,群業建設,1.超低公設比28.8%，居室空間放到最大 2.樓板雙層鋼筋綁紮，18公分厚度，住的最安心最安靜 3.SA級續接器，百年工程工法，房屋堅實度最高 4.極致防水工程，讓房子漏水困擾最低 8道屋頂防水、6道外牆防水、6道窗框防水、5道陽台防水、4道浴室防水 5.TOTO衛浴、林內廚具，日系品牌最放心 6.LOW-E玻璃，有效節能 7.DURGO瑞典吸氣筏，配合當層排氣讓您的房子無異味 ,長弘建築師事務所,三林營造,建103-0158,106淡使字第00102號
1732,1732,1732,112530,心境雅筑NO.2,16~17萬元/坪,16.0,17.0,16.5,苗栗縣,頭份市,中正一路181巷16號,一房(13~16坪)、套房(13~16坪),隨時交屋,,169,1棟，36戶住家,地上7層,RC,住家用,住宅區,仟祥建設有限公司,依現場說明,吳洋平,仟祥建設,苗市第00060號,暫無
1733,1733,1733,118910,文華御品,26.86~27.68萬元/坪,26.86,27.68,27.27,高雄市,鳳山區,文雅街118巷2號,地坪（30.55坪）、建坪（115.4坪）,隨時交屋,,93.77,3棟，3戶住家,地上4層,RC,住家用,住宅區,御品軒建設有限公司,學區：文華國小、青年國中3分鐘、鳳山商職3分鐘、鳳山高中4分鐘、文山國小3分鐘 公部門：鳳山行政中心6分鐘、地方文化館3分鐘、大東文化藝術中心8分鐘、國家兩廳院8分鐘 醫院：國軍總醫院8分鐘 交通：鳳山火車站5分鐘、正義火車站4分鐘 捷運：鳳山西站(市會議站)7分鐘、鳳山站9分鐘 購物：家樂福6分鐘 休閒娛樂：冠源保齡球館、冠源游泳池運動休閒館3分鐘、澄清湖9分鐘、鳳山體育館10分鐘 ,楊瑞昌建築師事務所,金圓寶營造有限公司,104高市工建築字第00825~00827號,107高市工建築使字第00959~00961號
1734,1734,1734,116760,竹城祥鶴,28~31萬元/坪,28.0,31.0,29.5,桃園市,桃園區,經國二路8號,三房(39坪)、四房(48~51坪),隨時交屋,,373.36,1棟，44戶住家，4戶店面,地上12層，地下3層,RC,住家用,住宅區,竹城機構-仲城建設股份有限公司,"大雅廚具,日本林內瓦斯爐,抽油煙機,下檻式烘碗機 HCG和成衛浴系統",閤康聯合建築師事務所,甲級大裕營造有限公司,104桃市工建執照字第會桃00049-01號,(107)桃市都施使字第桃00729號
1735,1735,1735,113021,中島美家,28~29萬元/坪,28.0,29.0,28.5,桃園市,桃園區,正光路86巷18~30號,二房(28~30坪)、三房(35坪),隨時交屋,,404.8,2棟，57戶住家，5戶店面,地上13層，地下4層,RC,住家用,住宅區,偉築建設,RC鋼筋混凝土構造、櫻花牌廚具、HCG衛浴,林大俊建築師事務所,洛城營造,105-00060,107-00242
1736,1736,1736,118728,板新綻,50~55萬元/坪,50.0,55.0,52.5,新北市,板橋區,三民路二段245巷巷口,二房(19.71~30.07坪)、三房(35.12坪),,2020年下半年,198.74,1棟，39戶住家，5戶店面,地上11層，地下2層,RC,住家用,住宅區,朕揚建設股份有限公司,各戶皆採用鑄鋁防爆玄關鋼木門搭配YALE智慧電子感應門鎖；錦鋐氣密窗；廚具為德國原裝進口Wodego廚櫃，櫻花牌系列三口瓦斯爐、隱藏式排油煙機及烘碗機；日本TOTO全系列衛浴設備及免治馬桶；整棟大樓皆使用三菱電梯。,陳宗耀建築師事務所,青鈿營造股份有限公司,105板建字第00261號,暫無
1737,1737,1737,118887,粉采四季,15~16萬元/坪,15.0,16.0,15.5,屏東縣,里港鄉,潮厝路49之9~49之15等6戶,地坪（57.77坪）、建坪（62.84坪）,2019年上半年,,267,6棟，6戶住家,地上3層,RC,住家用,鄉村區乙種建築用地,居城建設有限公司,採用二丁掛二色、抿石子、石材三項建材混搭，搭配陽台設計、車庫快速捲門、烤漆鋼鐵門、牌樓貼60*60拋光(黑色)，呈現不同層次的美感，營造宜家宜居的好環境。,大豊建築師事務所,嘉譜營造有公司,(106)屏府城管建（里）字第01276~01281號,暫無
1738,1738,1738,117717,品美學,42萬元/坪,42.0,,42.0,新北市,汐止區,南興路89號~109號,開放格局(16~25坪),隨時交屋,,303,2棟，90戶住家，4戶店面,地上13層，地下3層,RC,住家用,住宅區,恆岳建設股份有限公司,衛浴採用TOTO馬桶、國際牌免治馬桶蓋、五金，廚房採用櫻花廚俱，錦宏氣密窗..,蕭力仁建築師,欣建營造股份有限公司,103汐建字第258號,107汐使字第00082號
1739,1739,1739,118962,輕游居,25.5萬元/坪,25.5,,25.5,宜蘭縣,頭城鎮,文雅路57巷18號,開放格局(20~23坪),隨時交屋,,1145.5,1棟，171戶住家,地上15層，地下1層,RC,住家用,住宅區,群揚建設有限公司,RC,向登群建築師事務所,嘉福營造(甲級營造),(103)(4)(21)建管建字第00330號,(106)(8)(14)建管使字第00472號
1740,1740,1740,117340,遠雄新苑,16.8~18.8萬元/坪,16.8,18.8,17.8,苗栗縣,竹南鎮,大埔一街與大埔街口,二房(26坪)、三房(38坪),,2020年第三季度,1321,2棟，280戶住家，11戶店面,地上15層，地下3層,RC,住家用,商業區,遠雄建設事業股份有限公司,待定,原大聯合建築師事務所,遠雄營造股份有限公司,(106)栗商建竹建字第00117號,暫無
1741,1741,1741,118880,湖美學2,14.3~23萬元/坪,14.3,23.0,18.65,高雄市,鳥松區,忠義路288號,二房(27坪)、三房(35坪)、四房(43坪),隨時交屋,,1131,3棟，170戶住家,地上15層，地下2層,RC,住家用,住四,聯立建設,暫無,林魁建築師事務所,美力營造,103-1927,105-1867
1742,1742,1742,118703,潮間帶-璞築莊園,13.9~15.2萬元/坪,13.9,15.2,14.55,苗栗縣,竹南鎮,科專二路227號,地坪（27~31坪）、建坪（85~98坪）,隨時交屋,,1293,40棟，32戶住家，8戶店面,地上4層，地下1層,RC,住商用,第一種住宅區,璞築建設股份有限公司,筏式基礎、RC結構,陳朝雄建築師事務所,松百營造股份有限公司,(103)栗商建竹建字第00135號,(106)栗商建竹使字第00063號
1743,1743,1743,112922,發現之旅,23萬元/坪,23.0,,23.0,宜蘭縣,宜蘭市,津梅路56巷38弄5號,一房(16坪)、二房(26坪),隨時交屋,,158.8,1棟，18戶住家,地上5層,RC,住家用,宜蘭市,淳淯建設有限公司,"LG廚具檯面,廚具三機採用櫻花牌 當層排氣 STUDOR排水通氣系統 鑄鋁防爆門 KARAT衛浴設備",鐘文宏,旭陞營造有限公司,(104)建管建字第00754號,(106)建管使字第00400號
1744,1744,1744,116653,雙璽,36~37萬元/坪,36.0,37.0,36.5,高雄市,新興區,忠孝一路437巷7號,地坪（29.34坪）、建坪（108坪）,隨時交屋,,59.6,2棟，2戶住家,地上5層,RC,住家用,商四,禹順建設(股)公司,國產水泥、國內一級磁磚廠、德國頂級超耐磨地板、國際牌原裝進口廚具、五星級頂級TOTO全套衛浴,張文明建築師事務所,台陽營造,(106)高市工建築字第00223號與00224號,(107)高市工建築使第00666號
1745,1745,1745,115158,文林苑,79~85萬元/坪,79.0,85.0,82.0,台北市,士林區,文林路556號,三房(43.15坪)、四房(59.02坪),隨時交屋,,581,1棟，90戶住家，6戶店面,地上15層，地下3層,RC,住家用,商1用地,樂揚建設股份有限公司,成屋，現況交屋,上滕聯合建築師事務所,舜韋營造,98建字第0288號,105使字第0088號
1746,1746,1746,118478,水明漾峇里島5,13.5~17萬元/坪,13.5,17.0,15.25,苗栗縣,頭份市,八德二路356號附近,三房(41~44坪),,2019年6月,996,2棟，104戶住家，8戶店面,地上14層，地下2層,RC,住家用,都市計劃內住宅區,瑞明建設股份有限公司,1.全屋客、餐廳及?室60*60?光地磚。 2.廚俱：櫻花牌瓦斯爐、櫻花牌抽油煙機、櫻花牌烘碗機。 3.衛浴：隆昌德瑞克系列。 4.全社區門禁Keyless指紋感應系統進出。 5.社區地下室出入口E-tag智慧型車牌控管系統進出。 ,王銘國建築師事務所,冠翔營造,104栗商建頭建字第98號,暫無
1747,1747,1747,117642,賓士名宮,48萬元/坪,48.0,,48.0,新北市,三重區,中正北路172號,三房(31~34坪)、2+1房(31.99坪)、3+1房(40.51坪),隨時交屋,,273,3棟，63戶住家，7戶店面,地上10層，地下2層,RC,住商用,住宅區,仲一建設,櫻花廚具、凱特衛浴,古爵誌建築師事務所,大信營造,103重建字第00367號,107重使字第00244號
1748,1748,1748,118551,七也,48~58萬元/坪,48.0,58.0,53.0,新北市,林口區,東明三街400號,地坪（60-71坪）、建坪（133~157坪）,隨時交屋,,484.54,7棟，7戶住家,"地上3層，地下1,2層",RC,住家用,住一,年豐建設股份有限公司,全棟山水岩石材外觀，不僅四向立面，屋頂也包覆，創造美觀及獨有建築特色。 搭配DoubleSkin設計，形塑建築語彙並維持透光率。 外牆石材與結構間保有通氣層，增加隔熱效果。 RC結構且採用板牆結構系統，兩側牆厚達30公分，前後外牆達18公分，樓板厚度達35公分，創造室內平整空間，更提高隔音、隔熱效能。 YKK氣密窗，5mm強化LOW-E玻璃。,戴育澤建築師事務所、Roewu,松聯營造股份有限公司,102林建字659號,106林使23號
1749,1749,1749,115272,芳彬家,33~37萬元/坪,33.0,37.0,35.0,桃園市,龜山區,復興三路、文化二路口,一房(18~19坪)、二房(26~28坪)、三房(34坪),,2019年下半年,585.64,2棟，47戶住家，8戶店面,地上10層，地下2層,RC,住商用,第二種住宅區,芳彬建設有限公司,林內廚具、TOTO衛浴,王振如建築師事務所,待定,(106)桃市都建執照字第會龜01111號,暫無
